,Date,Time,year,month,day,longitude,name,lat,long
0,20050608,1800,2005,6,8,  84.0W,Arline,16.9,84
1,20050609,0,2005,6,9,  83.9W,Arline,17.4,83.9
2,20050609,600,2005,6,9,  83.9W,Arline,18.2,83.9
3,20050609,1200,2005,6,9,  84.0W,Arline,19,84
4,20050609,1800,2005,6,9,  84.1W,Arline,19.7,84.1
5,20050610,0,2005,6,10,  84.2W,Arline,20.4,84.2
6,20050610,600,2005,6,10,  84.4W,Arline,21.2,84.4
7,20050610,800,2005,6,10,  84.5W,Arline,21.8,84.5
8,20050610,1200,2005,6,10,  84.7W,Arline,23,84.7
9,20050610,1800,2005,6,10,  85.1W,Arline,24.9,85.1
10,20050611,0,2005,6,11,  85.6W,Arline,26.5,85.6
11,20050611,100,2005,6,11,  85.6W,Arline,26.5,85.6
12,20050611,600,2005,6,11,  86.8W,Arline,27.7,86.8
13,20050611,1200,2005,6,11,  87.2W,Arline,28.9,87.2
14,20050611,1800,2005,6,11,  87.5W,Arline,30.1,87.5
15,20050611,1900,2005,6,11,  87.5W,Arline,30.3,87.5
16,20050612,0,2005,6,12,  87.6W,Arline,31.4,87.6
17,20050612,600,2005,6,12,  87.7W,Arline,32.7,87.7
18,20050612,1200,2005,6,12,  88.0W,Arline,35,88
19,20050612,1800,2005,6,12,  87.8W,Arline,37,87.8
20,20050613,0,2005,6,13,  87.5W,Arline,38.5,87.5
21,20050613,600,2005,6,13,  86.0W,Arline,40.5,86
22,20050613,1200,2005,6,13,  85.0W,Arline,42,85
23,20050613,1800,2005,6,13,  84.0W,Arline,43,84
24,20050614,0,2005,6,14,  81.1W,Arline,43.7,81.1
25,20050614,600,2005,6,14,  77.6W,Arline,44.8,77.6
26,20050628,1800,2005,6,28,  95.4W,Bret,19.7,95.4
27,20050628,2235,2005,6,28,  95.7W,Bret,19.9,95.7
28,20050629,0,2005,6,29,  95.8W,Bret,20,95.8
29,20050629,600,2005,6,29,  96.4W,Bret,20.4,96.4
30,20050629,1200,2005,6,29,  97.3W,Bret,20.8,97.3
31,20050629,1800,2005,6,29,  98.1W,Bret,21.4,98.1
32,20050630,0,2005,6,30,  98.5W,Bret,22,98.5
33,20050703,1800,2005,7,3,  86.7W,Cindy,18.3,86.7
34,20050704,0,2005,7,4,  87.2W,Cindy,18.6,87.2
35,20050704,330,2005,7,4,  87.6W,Cindy,19,87.6
36,20050704,600,2005,7,4,  87.9W,Cindy,19.3,87.9
37,20050704,1200,2005,7,4,  88.5W,Cindy,20.9,88.5
38,20050704,1800,2005,7,4,  89.0W,Cindy,22.3,89
39,20050705,0,2005,7,5,  89.7W,Cindy,23.9,89.7
40,20050705,600,2005,7,5,  90.2W,Cindy,25.1,90.2
41,20050705,1200,2005,7,5,  90.4W,Cindy,26.4,90.4
42,20050705,1800,2005,7,5,  90.5W,Cindy,27.6,90.5
43,20050706,0,2005,7,6,  90.3W,Cindy,28.5,90.3
44,20050706,300,2005,7,6,  90.1W,Cindy,29.2,90.1
45,20050706,600,2005,7,6,  90.0W,Cindy,29.6,90
46,20050706,900,2005,7,6,  89.5W,Cindy,30.2,89.5
47,20050706,1200,2005,7,6,  88.9W,Cindy,30.8,88.9
48,20050706,1800,2005,7,6,  88.1W,Cindy,31.6,88.1
49,20050707,0,2005,7,7,  87.2W,Cindy,32.4,87.2
50,20050707,600,2005,7,7,  86.2W,Cindy,33.2,86.2
51,20050707,1200,2005,7,7,  84.1W,Cindy,34.6,84.1
52,20050707,1800,2005,7,7,  81.8W,Cindy,35.6,81.8
53,20050708,0,2005,7,8,  80.0W,Cindy,37.1,80
54,20050708,600,2005,7,8,  78.3W,Cindy,37.8,78.3
55,20050708,1200,2005,7,8,  76.7W,Cindy,38.4,76.7
56,20050708,1800,2005,7,8,  74.8W,Cindy,39.1,74.8
57,20050709,0,2005,7,9,  72.0W,Cindy,39.5,72
58,20050709,600,2005,7,9,  70.7W,Cindy,40.8,70.7
59,20050709,1200,2005,7,9,  69.8W,Cindy,41.6,69.8
60,20050709,1800,2005,7,9,  69.6W,Cindy,43.5,69.6
61,20050710,0,2005,7,10,  69.8W,Cindy,44.9,69.8
62,20050710,600,2005,7,10,  70.0W,Cindy,45.5,70
63,20050710,1200,2005,7,10,  67.6W,Cindy,46.5,67.6
64,20050710,1800,2005,7,10,  66.4W,Cindy,48,66.4
65,20050711,0,2005,7,11,  64.5W,Cindy,48.5,64.5
66,20050711,600,2005,7,11,  62.5W,Cindy,48.5,62.5
67,20050704,1800,2005,7,4,  60.8W,Denis,12,60.8
68,20050704,2100,2005,7,4,  61.6W,Denis,12.1,61.6
69,20050705,0,2005,7,5,  62.5W,Denis,12.2,62.5
70,20050705,600,2005,7,5,  64.2W,Denis,12.5,64.2
71,20050705,1200,2005,7,5,  65.9W,Denis,13,65.9
72,20050705,1800,2005,7,5,  67.3W,Denis,13.6,67.3
73,20050706,0,2005,7,6,  68.5W,Denis,14.3,68.5
74,20050706,600,2005,7,6,  69.7W,Denis,14.7,69.7
75,20050706,1200,2005,7,6,  70.9W,Denis,15.1,70.9
76,20050706,1800,2005,7,6,  71.9W,Denis,15.6,71.9
77,20050707,0,2005,7,7,  73.0W,Denis,16.2,73
78,20050707,600,2005,7,7,  74.1W,Denis,16.7,74.1
79,20050707,1200,2005,7,7,  74.9W,Denis,17.6,74.9
80,20050707,1800,2005,7,7,  76.1W,Denis,18.5,76.1
81,20050708,0,2005,7,8,  77.1W,Denis,19.4,77.1
82,20050708,245,2005,7,8,  77.6W,Denis,19.9,77.6
83,20050708,600,2005,7,8,  78.4W,Denis,20.3,78.4
84,20050708,1200,2005,7,8,  79.5W,Denis,20.9,79.5
85,20050708,1800,2005,7,8,  80.6W,Denis,22,80.6
86,20050708,1845,2005,7,8,  80.7W,Denis,22.1,80.7
87,20050709,0,2005,7,9,  81.6W,Denis,22.7,81.6
88,20050709,600,2005,7,9,  82.5W,Denis,23.4,82.5
89,20050709,1200,2005,7,9,  83.4W,Denis,24.3,83.4
90,20050709,1800,2005,7,9,  84.2W,Denis,25.2,84.2
91,20050710,0,2005,7,10,  85.0W,Denis,26.1,85
92,20050710,600,2005,7,10,  85.8W,Denis,27.2,85.8
93,20050710,1200,2005,7,10,  86.3W,Denis,28.5,86.3
94,20050710,1800,2005,7,10,  86.9W,Denis,29.9,86.9
95,20050710,1930,2005,7,10,  87.1W,Denis,30.4,87.1
96,20050711,0,2005,7,11,  87.7W,Denis,31.5,87.7
97,20050711,600,2005,7,11,  88.5W,Denis,32.6,88.5
98,20050711,1200,2005,7,11,  88.8W,Denis,33.9,88.8
99,20050711,1800,2005,7,11,  89.1W,Denis,35.3,89.1
100,20050712,0,2005,7,12,  89.2W,Denis,36.4,89.2
101,20050712,600,2005,7,12,  89.0W,Denis,37.1,89
102,20050712,1200,2005,7,12,  88.7W,Denis,37.7,88.7
103,20050712,1800,2005,7,12,  88.3W,Denis,38.1,88.3
104,20050713,0,2005,7,13,  87.8W,Denis,38.5,87.8
105,20050713,600,2005,7,13,  87.2W,Denis,38.9,87.2
106,20050713,1200,2005,7,13,  86.5W,Denis,39.2,86.5
107,20050713,1800,2005,7,13,  85.8W,Denis,39.2,85.8
108,20050714,0,2005,7,14,  85.7W,Denis,39.2,85.7
109,20050714,600,2005,7,14,  85.6W,Denis,39,85.6
110,20050714,1200,2005,7,14,  85.6W,Denis,38.7,85.6
111,20050714,1800,2005,7,14,  85.6W,Denis,38.4,85.6
112,20050715,0,2005,7,15,  85.8W,Denis,38.1,85.8
113,20050715,600,2005,7,15,  86.2W,Denis,37.9,86.2
114,20050715,1200,2005,7,15,  86.4W,Denis,38.1,86.4
115,20050715,1800,2005,7,15,  86.6W,Denis,38.4,86.6
116,20050716,0,2005,7,16,  86.8W,Denis,38.6,86.8
117,20050716,600,2005,7,16,  86.5W,Denis,39.4,86.5
118,20050716,1200,2005,7,16,  86.2W,Denis,40.2,86.2
119,20050716,1800,2005,7,16,  85.2W,Denis,40.8,85.2
120,20050717,0,2005,7,17,  84.1W,Denis,41.3,84.1
121,20050717,600,2005,7,17,  83.2W,Denis,42.2,83.2
122,20050717,1200,2005,7,17,  82.3W,Denis,43.1,82.3
123,20050717,1800,2005,7,17,  81.4W,Denis,43.9,81.4
124,20050718,0,2005,7,18,  80.5W,Denis,44.6,80.5
125,20050718,600,2005,7,18,  79.8W,Denis,45.8,79.8
126,20050711,0,2005,7,11,  42.4W,Emily,10.7,42.4
127,20050711,600,2005,7,11,  43.4W,Emily,10.8,43.4
128,20050711,1200,2005,7,11,  44.4W,Emily,10.9,44.4
129,20050711,1800,2005,7,11,  45.4W,Emily,11,45.4
130,20050712,0,2005,7,12,  46.8W,Emily,11,46.8
131,20050712,600,2005,7,12,  48.5W,Emily,11,48.5
132,20050712,1200,2005,7,12,  50.2W,Emily,11,50.2
133,20050712,1800,2005,7,12,  52.0W,Emily,11,52
134,20050713,0,2005,7,13,  53.7W,Emily,11,53.7
135,20050713,600,2005,7,13,  55.4W,Emily,11.1,55.4
136,20050713,1200,2005,7,13,  57.2W,Emily,11.2,57.2
137,20050713,1800,2005,7,13,  58.9W,Emily,11.4,58.9
138,20050714,0,2005,7,14,  60.2W,Emily,11.6,60.2
139,20050714,600,2005,7,14,  61.5W,Emily,11.9,61.5
140,20050714,700,2005,7,14,  61.8W,Emily,12,61.8
141,20050714,1200,2005,7,14,  63.2W,Emily,12.4,63.2
142,20050714,1800,2005,7,14,  64.9W,Emily,12.9,64.9
143,20050715,0,2005,7,15,  66.7W,Emily,13.3,66.7
144,20050715,600,2005,7,15,  68.4W,Emily,13.7,68.4
145,20050715,1200,2005,7,15,  70.1W,Emily,14.1,70.1
146,20050715,1800,2005,7,15,  71.8W,Emily,14.5,71.8
147,20050716,0,2005,7,16,  73.4W,Emily,14.9,73.4
148,20050716,600,2005,7,16,  75.0W,Emily,15.4,75
149,20050716,1200,2005,7,16,  76.5W,Emily,15.9,76.5
150,20050716,1800,2005,7,16,  78.0W,Emily,16.4,78
151,20050717,0,2005,7,17,  79.5W,Emily,17.1,79.5
152,20050717,600,2005,7,17,  81.2W,Emily,17.7,81.2
153,20050717,1200,2005,7,17,  82.8W,Emily,18.3,82.8
154,20050717,1800,2005,7,17,  84.3W,Emily,18.9,84.3
155,20050718,0,2005,7,18,  85.8W,Emily,19.5,85.8
156,20050718,600,2005,7,18,  87.3W,Emily,20.3,87.3
157,20050718,630,2005,7,18,  87.4W,Emily,20.3,87.4
158,20050718,1200,2005,7,18,  88.9W,Emily,21.3,88.9
159,20050718,1800,2005,7,18,  90.3W,Emily,22,90.3
160,20050719,0,2005,7,19,  91.5W,Emily,22.6,91.5
161,20050719,600,2005,7,19,  92.8W,Emily,23.2,92.8
162,20050719,1200,2005,7,19,  94.0W,Emily,23.7,94
163,20050719,1800,2005,7,19,  95.1W,Emily,24.1,95.1
164,20050720,0,2005,7,20,  96.1W,Emily,24.4,96.1
165,20050720,600,2005,7,20,  96.9W,Emily,24.6,96.9
166,20050720,1200,2005,7,20,  97.6W,Emily,24.8,97.6
167,20050720,1800,2005,7,20,  98.7W,Emily,25,98.7
168,20050721,0,2005,7,21,  99.7W,Emily,25,99.7
169,20050721,600,2005,7,21, 100.5W,Emily,25,100.5
170,20050721,1200,2005,7,21, 101.1W,Emily,25,101.1
171,20050721,1800,2005,7,21,  75.0W,Franklin,25,75
172,20050722,0,2005,7,22,  75.9W,Franklin,25.7,75.9
173,20050722,600,2005,7,22,  76.4W,Franklin,26.2,76.4
174,20050722,1200,2005,7,22,  76.8W,Franklin,26.6,76.8
175,20050722,1800,2005,7,22,  76.7W,Franklin,27.4,76.7
176,20050723,0,2005,7,23,  76.6W,Franklin,28.1,76.6
177,20050723,600,2005,7,23,  76.1W,Franklin,28.7,76.1
178,20050723,1200,2005,7,23,  75.4W,Franklin,29.2,75.4
179,20050723,1800,2005,7,23,  74.7W,Franklin,29.7,74.7
180,20050724,0,2005,7,24,  73.5W,Franklin,30.1,73.5
181,20050724,600,2005,7,24,  72.6W,Franklin,30.3,72.6
182,20050724,1200,2005,7,24,  71.9W,Franklin,30.7,71.9
183,20050724,1800,2005,7,24,  71.2W,Franklin,31.1,71.2
184,20050725,0,2005,7,25,  71.2W,Franklin,31.1,71.2
185,20050725,600,2005,7,25,  70.5W,Franklin,31,70.5
186,20050725,1200,2005,7,25,  69.8W,Franklin,30.9,69.8
187,20050725,1800,2005,7,25,  69.6W,Franklin,30.9,69.6
188,20050726,0,2005,7,26,  68.6W,Franklin,30.9,68.6
189,20050726,600,2005,7,26,  68.2W,Franklin,31.2,68.2
190,20050726,1200,2005,7,26,  68.1W,Franklin,31.7,68.1
191,20050726,1800,2005,7,26,  68.3W,Franklin,32.2,68.3
192,20050727,0,2005,7,27,  68.5W,Franklin,32.4,68.5
193,20050727,600,2005,7,27,  68.8W,Franklin,32.8,68.8
194,20050727,1200,2005,7,27,  69.1W,Franklin,33.2,69.1
195,20050727,1800,2005,7,27,  69.3W,Franklin,33.6,69.3
196,20050728,0,2005,7,28,  69.4W,Franklin,34.2,69.4
197,20050728,600,2005,7,28,  69.3W,Franklin,35,69.3
198,20050728,1200,2005,7,28,  69.1W,Franklin,36,69.1
199,20050728,1800,2005,7,28,  68.0W,Franklin,37.1,68
200,20050729,0,2005,7,29,  66.6W,Franklin,38.4,66.6
201,20050729,600,2005,7,29,  64.8W,Franklin,39.6,64.8
202,20050729,1200,2005,7,29,  62.8W,Franklin,40.8,62.8
203,20050729,1800,2005,7,29,  60.2W,Franklin,42.2,60.2
204,20050730,0,2005,7,30,  57.5W,Franklin,43.5,57.5
205,20050730,600,2005,7,30,  54.6W,Franklin,44.7,54.6
206,20050730,1200,2005,7,30,  51.7W,Franklin,45.8,51.7
207,20050730,1800,2005,7,30,  48.8W,Franklin,46.4,48.8
208,20050731,0,2005,7,31,  46.0W,Franklin,47.5,46
209,20050723,1800,2005,7,23,  92.9W,Gert,19.3,92.9
210,20050724,0,2005,7,24,  93.8W,Gert,19.8,93.8
211,20050724,600,2005,7,24,  95.0W,Gert,20.8,95
212,20050724,1200,2005,7,24,  95.8W,Gert,21,95.8
213,20050724,1800,2005,7,24,  96.6W,Gert,21.4,96.6
214,20050725,0,2005,7,25,  97.6W,Gert,21.8,97.6
215,20050725,600,2005,7,25,  98.6W,Gert,22.3,98.6
216,20050725,1200,2005,7,25, 100.0W,Gert,22.5,100
217,20050725,1800,2005,7,25, 101.4W,Gert,22.5,101.4
218,20050802,1800,2005,8,2,  68.8W,Harvey,28.2,68.8
219,20050803,0,2005,8,3,  68.7W,Harvey,28.9,68.7
220,20050803,600,2005,8,3,  68.6W,Harvey,29.5,68.6
221,20050803,1200,2005,8,3,  68.3W,Harvey,30.3,68.3
222,20050803,1800,2005,8,3,  67.7W,Harvey,30.9,67.7
223,20050804,0,2005,8,4,  66.4W,Harvey,31.3,66.4
224,20050804,600,2005,8,4,  65.0W,Harvey,31.6,65
225,20050804,1200,2005,8,4,  63.6W,Harvey,31.9,63.6
226,20050804,1800,2005,8,4,  62.1W,Harvey,32,62.1
227,20050805,0,2005,8,5,  60.5W,Harvey,32.1,60.5
228,20050805,600,2005,8,5,  59.4W,Harvey,32.4,59.4
229,20050805,1200,2005,8,5,  58.5W,Harvey,32.5,58.5
230,20050805,1800,2005,8,5,  57.7W,Harvey,32.5,57.7
231,20050806,0,2005,8,6,  57.1W,Harvey,32.6,57.1
232,20050806,600,2005,8,6,  56.8W,Harvey,33,56.8
233,20050806,1200,2005,8,6,  56.7W,Harvey,33.5,56.7
234,20050806,1800,2005,8,6,  56.7W,Harvey,33.5,56.7
235,20050807,0,2005,8,7,  55.5W,Harvey,34.1,55.5
236,20050807,600,2005,8,7,  54.9W,Harvey,35.1,54.9
237,20050807,1200,2005,8,7,  54.0W,Harvey,36,54
238,20050807,1800,2005,8,7,  52.9W,Harvey,36.8,52.9
239,20050808,0,2005,8,8,  51.9W,Harvey,37.6,51.9
240,20050808,600,2005,8,8,  50.7W,Harvey,38.6,50.7
241,20050808,1200,2005,8,8,  48.6W,Harvey,39.6,48.6
242,20050808,1800,2005,8,8,  46.9W,Harvey,40.4,46.9
243,20050809,0,2005,8,9,  45.0W,Harvey,41.2,45
244,20050809,600,2005,8,9,  43.0W,Harvey,41.8,43
245,20050809,1200,2005,8,9,  41.1W,Harvey,42.3,41.1
246,20050809,1800,2005,8,9,  39.0W,Harvey,43,39
247,20050810,0,2005,8,10,  37.1W,Harvey,44,37.1
248,20050810,600,2005,8,10,  35.2W,Harvey,44.5,35.2
249,20050810,1200,2005,8,10,  34.1W,Harvey,44.5,34.1
250,20050810,1800,2005,8,10,  33.1W,Harvey,44.4,33.1
251,20050811,0,2005,8,11,  32.2W,Harvey,44.2,32.2
252,20050811,600,2005,8,11,  31.5W,Harvey,43.9,31.5
253,20050811,1200,2005,8,11,  31.0W,Harvey,43.5,31
254,20050811,1800,2005,8,11,  30.7W,Harvey,43.3,30.7
255,20050812,0,2005,8,12,  30.5W,Harvey,43,30.5
256,20050812,600,2005,8,12,  30.8W,Harvey,42.5,30.8
257,20050812,1200,2005,8,12,  31.4W,Harvey,42,31.4
258,20050812,1800,2005,8,12,  31.5W,Harvey,41.3,31.5
259,20050813,0,2005,8,13,  31.5W,Harvey,40.7,31.5
260,20050813,600,2005,8,13,  31.5W,Harvey,40.5,31.5
261,20050813,1200,2005,8,13,  31.5W,Harvey,40.5,31.5
262,20050813,1800,2005,8,13,  32.0W,Harvey,41.2,32
263,20050814,0,2005,8,14,  32.5W,Harvey,42,32.5
264,20050804,1800,2005,8,4,  33.5W,Irene,12.9,33.5
265,20050805,0,2005,8,5,  34.5W,Irene,13.6,34.5
266,20050805,600,2005,8,5,  35.5W,Irene,14.6,35.5
267,20050805,1200,2005,8,5,  36.8W,Irene,15.6,36.8
268,20050805,1800,2005,8,5,  38.4W,Irene,16.6,38.4
269,20050806,0,2005,8,6,  39.8W,Irene,17.2,39.8
270,20050806,600,2005,8,6,  40.5W,Irene,17.7,40.5
271,20050806,1200,2005,8,6,  41.6W,Irene,18.2,41.6
272,20050806,1800,2005,8,6,  42.8W,Irene,18.8,42.8
273,20050807,0,2005,8,7,  43.5W,Irene,19.3,43.5
274,20050807,600,2005,8,7,  44.2W,Irene,19.7,44.2
275,20050807,1200,2005,8,7,  45.0W,Irene,20.2,45
276,20050807,1800,2005,8,7,  46.0W,Irene,20.8,46
277,20050808,0,2005,8,8,  47.2W,Irene,21.3,47.2
278,20050808,600,2005,8,8,  48.3W,Irene,21.8,48.3
279,20050808,1200,2005,8,8,  49.9W,Irene,22.2,49.9
280,20050808,1800,2005,8,8,  50.9W,Irene,22.4,50.9
281,20050809,0,2005,8,9,  52.0W,Irene,22.5,52
282,20050809,600,2005,8,9,  52.9W,Irene,22.4,52.9
283,20050809,1200,2005,8,9,  53.7W,Irene,22.4,53.7
284,20050809,1800,2005,8,9,  54.8W,Irene,22.4,54.8
285,20050810,0,2005,8,10,  55.7W,Irene,22.4,55.7
286,20050810,600,2005,8,10,  56.5W,Irene,22.3,56.5
287,20050810,1200,2005,8,10,  57.2W,Irene,22.4,57.2
288,20050810,1800,2005,8,10,  58.1W,Irene,22.8,58.1
289,20050811,0,2005,8,11,  59.3W,Irene,23.3,59.3
290,20050811,600,2005,8,11,  60.4W,Irene,23.9,60.4
291,20050811,1200,2005,8,11,  61.7W,Irene,24.7,61.7
292,20050811,1800,2005,8,11,  62.9W,Irene,25.4,62.9
293,20050812,0,2005,8,12,  63.8W,Irene,26.3,63.8
294,20050812,600,2005,8,12,  65.1W,Irene,27.2,65.1
295,20050812,1200,2005,8,12,  66.3W,Irene,27.9,66.3
296,20050812,1800,2005,8,12,  67.1W,Irene,28.4,67.1
297,20050813,0,2005,8,13,  67.7W,Irene,28.9,67.7
298,20050813,600,2005,8,13,  68.2W,Irene,29.6,68.2
299,20050813,1200,2005,8,13,  69.0W,Irene,30,69
300,20050813,1800,2005,8,13,  69.4W,Irene,30.8,69.4
301,20050814,0,2005,8,14,  69.9W,Irene,31.6,69.9
302,20050814,600,2005,8,14,  70.2W,Irene,32.1,70.2
303,20050814,1200,2005,8,14,  70.1W,Irene,33.1,70.1
304,20050814,1800,2005,8,14,  70.0W,Irene,34,70
305,20050815,0,2005,8,15,  69.5W,Irene,34.9,69.5
306,20050815,600,2005,8,15,  68.7W,Irene,35.7,68.7
307,20050815,1200,2005,8,15,  67.7W,Irene,36.3,67.7
308,20050815,1800,2005,8,15,  66.5W,Irene,36.5,66.5
309,20050816,0,2005,8,16,  65.1W,Irene,36.6,65.1
310,20050816,600,2005,8,16,  64.0W,Irene,36.6,64
311,20050816,1200,2005,8,16,  63.0W,Irene,36.6,63
312,20050816,1800,2005,8,16,  62.0W,Irene,36.5,62
313,20050817,0,2005,8,17,  61.3W,Irene,36.5,61.3
314,20050817,600,2005,8,17,  60.6W,Irene,36.5,60.6
315,20050817,1200,2005,8,17,  59.1W,Irene,36.9,59.1
316,20050817,1800,2005,8,17,  57.3W,Irene,37.6,57.3
317,20050818,0,2005,8,18,  55.0W,Irene,38.6,55
318,20050818,600,2005,8,18,  52.3W,Irene,40.3,52.3
319,20050818,1200,2005,8,18,  48.9W,Irene,43.3,48.9
320,20050813,1200,2005,8,13,  43.6W,Ten,13.3,43.6
321,20050813,1800,2005,8,13,  44.7W,Ten,13.8,44.7
322,20050814,0,2005,8,14,  45.7W,Ten,13.8,45.7
323,20050814,600,2005,8,14,  46.0W,Ten,13.4,46
324,20050814,1200,2005,8,14,  46.4W,Ten,13.5,46.4
325,20050814,1800,2005,8,14,  46.7W,Ten,13.9,46.7
326,20050815,0,2005,8,15,  47.4W,Ten,14.4,47.4
327,20050815,600,2005,8,15,  48.4W,Ten,14.5,48.4
328,20050815,1200,2005,8,15,  49.3W,Ten,14.6,49.3
329,20050815,1800,2005,8,15,  49.9W,Ten,14.8,49.9
330,20050816,0,2005,8,16,  50.4W,Ten,15.1,50.4
331,20050816,600,2005,8,16,  51.1W,Ten,15.5,51.1
332,20050816,1200,2005,8,16,  52.0W,Ten,16,52
333,20050816,1800,2005,8,16,  53.2W,Ten,16.1,53.2
334,20050817,0,2005,8,17,  54.1W,Ten,16.1,54.1
335,20050817,600,2005,8,17,  54.9W,Ten,16.1,54.9
336,20050817,1200,2005,8,17,  55.6W,Ten,16.7,55.6
337,20050817,1800,2005,8,17,  56.6W,Ten,17.1,56.6
338,20050818,0,2005,8,18,  57.7W,Ten,17.3,57.7
339,20050818,600,2005,8,18,  58.9W,Ten,17.6,58.9
340,20050818,1200,2005,8,18,  60.1W,Ten,18,60.1
341,20050822,1200,2005,8,22,  94.5W,Jose,19.4,94.5
342,20050822,1800,2005,8,22,  95.0W,Jose,19.6,95
343,20050823,0,2005,8,23,  95.7W,Jose,19.7,95.7
344,20050823,330,2005,8,23,  96.4W,Jose,19.7,96.4
345,20050823,600,2005,8,23,  96.7W,Jose,19.7,96.7
346,20050823,1200,2005,8,23,  97.7W,Jose,19.7,97.7
347,20050823,1800,2005,8,23,  75.1W,Katrina,23.1,75.1
348,20050824,0,2005,8,24,  75.7W,Katrina,23.4,75.7
349,20050824,600,2005,8,24,  76.2W,Katrina,23.8,76.2
350,20050824,1200,2005,8,24,  76.5W,Katrina,24.5,76.5
351,20050824,1800,2005,8,24,  76.9W,Katrina,25.4,76.9
352,20050825,0,2005,8,25,  77.7W,Katrina,26,77.7
353,20050825,600,2005,8,25,  78.4W,Katrina,26.1,78.4
354,20050825,1200,2005,8,25,  79.0W,Katrina,26.2,79
355,20050825,1800,2005,8,25,  79.6W,Katrina,26.2,79.6
356,20050825,2230,2005,8,25,  80.1W,Katrina,26,80.1
357,20050826,0,2005,8,26,  80.3W,Katrina,25.9,80.3
358,20050826,600,2005,8,26,  81.3W,Katrina,25.4,81.3
359,20050826,1200,2005,8,26,  82.0W,Katrina,25.1,82
360,20050826,1800,2005,8,26,  82.6W,Katrina,24.9,82.6
361,20050827,0,2005,8,27,  83.3W,Katrina,24.6,83.3
362,20050827,600,2005,8,27,  84.0W,Katrina,24.4,84
363,20050827,1200,2005,8,27,  84.7W,Katrina,24.4,84.7
364,20050827,1800,2005,8,27,  85.3W,Katrina,24.5,85.3
365,20050828,0,2005,8,28,  85.9W,Katrina,24.8,85.9
366,20050828,600,2005,8,28,  86.7W,Katrina,25.2,86.7
367,20050828,1200,2005,8,28,  87.7W,Katrina,25.7,87.7
368,20050828,1800,2005,8,28,  88.6W,Katrina,26.3,88.6
369,20050829,0,2005,8,29,  89.2W,Katrina,27.2,89.2
370,20050829,600,2005,8,29,  89.6W,Katrina,28.2,89.6
371,20050829,1110,2005,8,29,  89.6W,Katrina,29.3,89.6
372,20050829,1200,2005,8,29,  89.6W,Katrina,29.5,89.6
373,20050829,1445,2005,8,29,  89.6W,Katrina,30.2,89.6
374,20050829,1800,2005,8,29,  89.6W,Katrina,31.1,89.6
375,20050830,0,2005,8,30,  89.1W,Katrina,32.6,89.1
376,20050830,600,2005,8,30,  88.6W,Katrina,34.1,88.6
377,20050830,1200,2005,8,30,  88.0W,Katrina,35.6,88
378,20050830,1800,2005,8,30,  87.0W,Katrina,37,87
379,20050831,0,2005,8,31,  85.3W,Katrina,38.6,85.3
380,20050831,600,2005,8,31,  82.9W,Katrina,40.1,82.9
381,20050828,1200,2005,8,28,  45.1W,Lee,14,45.1
382,20050828,1800,2005,8,28,  46.4W,Lee,14.9,46.4
383,20050829,0,2005,8,29,  47.6W,Lee,15.7,47.6
384,20050829,600,2005,8,29,  48.9W,Lee,17,48.9
385,20050829,1200,2005,8,29,  50.6W,Lee,17.7,50.6
386,20050829,1800,2005,8,29,  52.5W,Lee,18.5,52.5
387,20050830,0,2005,8,30,  53.2W,Lee,20.5,53.2
388,20050830,600,2005,8,30,  53.6W,Lee,22.1,53.6
389,20050830,1200,2005,8,30,  54.2W,Lee,24.2,54.2
390,20050830,1800,2005,8,30,  53.6W,Lee,25.5,53.6
391,20050831,0,2005,8,31,  52.7W,Lee,26.9,52.7
392,20050831,600,2005,8,31,  51.6W,Lee,28,51.6
393,20050831,1200,2005,8,31,  50.4W,Lee,29,50.4
394,20050831,1800,2005,8,31,  50.1W,Lee,30.1,50.1
395,20050901,0,2005,9,1,  50.3W,Lee,31.1,50.3
396,20050901,600,2005,9,1,  51.2W,Lee,31.9,51.2
397,20050901,1200,2005,9,1,  51.4W,Lee,31.9,51.4
398,20050901,1800,2005,9,1,  51.5W,Lee,32.3,51.5
399,20050902,0,2005,9,2,  52.0W,Lee,32.4,52
400,20050902,600,2005,9,2,  52.3W,Lee,32.6,52.3
401,20050902,1200,2005,9,2,  52.3W,Lee,33.2,52.3
402,20050902,1800,2005,9,2,  52.7W,Lee,33.9,52.7
403,20050903,0,2005,9,3,  53.2W,Lee,34.7,53.2
404,20050903,600,2005,9,3,  53.9W,Lee,35.5,53.9
405,20050903,1200,2005,9,3,  54.2W,Lee,36.6,54.2
406,20050903,1800,2005,9,3,  53.9W,Lee,37.4,53.9
407,20050901,1200,2005,9,1,  45.5W,Maria,18.8,45.5
408,20050901,1800,2005,9,1,  46.2W,Maria,19.3,46.2
409,20050902,0,2005,9,2,  47.2W,Maria,19.9,47.2
410,20050902,600,2005,9,2,  48.3W,Maria,20.5,48.3
411,20050902,1200,2005,9,2,  49.4W,Maria,21.1,49.4
412,20050902,1800,2005,9,2,  50.2W,Maria,21.5,50.2
413,20050903,0,2005,9,3,  51.0W,Maria,22,51
414,20050903,600,2005,9,3,  52.0W,Maria,23,52
415,20050903,1200,2005,9,3,  53.1W,Maria,24.4,53.1
416,20050903,1800,2005,9,3,  54.0W,Maria,25.5,54
417,20050904,0,2005,9,4,  54.6W,Maria,26.5,54.6
