,Date,Time,year,month,day,longitude,name,lat,long
1249,20060920,1200,2006,9,20,  56.0W,Helene,25.4,56
1250,20060920,1800,2006,9,20,  56.7W,Helene,25.9,56.7
1251,20060921,0,2006,9,21,  57.0W,Helene,26.8,57
1252,20060921,600,2006,9,21,  57.0W,Helene,27.8,57
1253,20060921,1200,2006,9,21,  57.0W,Helene,29,57
1254,20060921,1800,2006,9,21,  57.0W,Helene,30.2,57
1255,20060922,0,2006,9,22,  56.6W,Helene,31.4,56.6
1256,20060922,600,2006,9,22,  55.9W,Helene,32.5,55.9
1257,20060922,1200,2006,9,22,  55.1W,Helene,33.6,55.1
1258,20060922,1800,2006,9,22,  53.7W,Helene,34.9,53.7
1259,20060923,0,2006,9,23,  51.7W,Helene,35.7,51.7
1260,20060923,600,2006,9,23,  49.6W,Helene,36.4,49.6
1261,20060923,1200,2006,9,23,  47.5W,Helene,37.1,47.5
1262,20060923,1800,2006,9,23,  45.4W,Helene,37.7,45.4
1263,20060924,0,2006,9,24,  43.2W,Helene,38.6,43.2
1264,20060924,600,2006,9,24,  40.9W,Helene,39.5,40.9
1265,20060924,1200,2006,9,24,  38.2W,Helene,40.6,38.2
1266,20060924,1800,2006,9,24,  35.9W,Helene,42,35.9
1267,20060925,0,2006,9,25,  34.7W,Helene,43.2,34.7
1268,20060925,600,2006,9,25,  33.3W,Helene,44.1,33.3
1269,20060925,1200,2006,9,25,  31.7W,Helene,44.7,31.7
1270,20060925,1800,2006,9,25,  29.8W,Helene,44.9,29.8
1271,20060926,0,2006,9,26,  27.6W,Helene,45,27.6
1272,20060926,600,2006,9,26,  25.2W,Helene,45.5,25.2
1273,20060926,1200,2006,9,26,  22.7W,Helene,46,22.7
1274,20060926,1800,2006,9,26,  20.1W,Helene,47.2,20.1
1275,20060927,0,2006,9,27,  17.0W,Helene,49,17
1276,20060927,600,2006,9,27,  13.3W,Helene,51.3,13.3
1277,20060927,1200,2006,9,27,  10.1W,Helene,53.9,10.1
1278,20060927,1800,2006,9,27,   7.6W,Helene,56.3,7.6
1279,20060927,1800,2006,9,27,  52.6W,Isaac,26.1,52.6
1280,20060928,0,2006,9,28,  53.4W,Isaac,26.8,53.4
1281,20060928,600,2006,9,28,  54.0W,Isaac,27.4,54
1282,20060928,1200,2006,9,28,  54.4W,Isaac,28,54.4
1283,20060928,1800,2006,9,28,  54.6W,Isaac,28.6,54.6
1284,20060929,0,2006,9,29,  54.9W,Isaac,28.9,54.9
1285,20060929,600,2006,9,29,  55.4W,Isaac,29,55.4
1286,20060929,1200,2006,9,29,  55.8W,Isaac,29.2,55.8
1287,20060929,1800,2006,9,29,  56.5W,Isaac,29.5,56.5
1288,20060930,0,2006,9,30,  57.1W,Isaac,29.8,57.1
1289,20060930,600,2006,9,30,  57.7W,Isaac,30.1,57.7
1290,20060930,1200,2006,9,30,  58.5W,Isaac,30.6,58.5
1291,20060930,1800,2006,9,30,  59.2W,Isaac,31.3,59.2
1292,20061001,0,2006,1,1,  59.8W,Isaac,32,59.8
1293,20061001,600,2006,1,1,  60.2W,Isaac,32.8,60.2
1294,20061001,1200,2006,1,1,  60.3W,Isaac,33.8,60.3
1295,20061001,1800,2006,1,1,  60.3W,Isaac,35.2,60.3
1296,20061002,0,2006,1,2,  59.6W,Isaac,37.2,59.6
1297,20061002,600,2006,1,2,  58.0W,Isaac,39.8,58
1298,20061002,1200,2006,1,2,  56.2W,Isaac,42.5,56.2
1299,20061002,1800,2006,1,2,  53.7W,Isaac,45.5,53.7
1300,20061003,0,2006,1,3,  51.0W,Isaac,47.6,51
1301,20061003,600,2006,1,3,  49.0W,Isaac,48.6,49
1302,20061003,1200,2006,1,3,  47.0W,Isaac,49.5,47
1303,20070506,1200,2007,5,6,  74.0W,Andrea,35.5,74
1304,20070506,1800,2007,5,6,  73.0W,Andrea,35,73
1305,20070507,0,2007,5,7,  71.7W,Andrea,34.3,71.7
1306,20070507,600,2007,5,7,  72.3W,Andrea,33.3,72.3
1307,20070507,1200,2007,5,7,  73.1W,Andrea,32.3,73.1
1308,20070507,1800,2007,5,7,  74.0W,Andrea,31.5,74
1309,20070508,0,2007,5,8,  74.9W,Andrea,31,74.9
1310,20070508,600,2007,5,8,  76.0W,Andrea,30.7,76
1311,20070508,1200,2007,5,8,  77.2W,Andrea,30.4,77.2
1312,20070508,1800,2007,5,8,  77.9W,Andrea,30.4,77.9
1313,20070509,0,2007,5,9,  78.3W,Andrea,30.6,78.3
1314,20070509,600,2007,5,9,  78.7W,Andrea,30.8,78.7
1315,20070509,1200,2007,5,9,  79.2W,Andrea,30.9,79.2
1316,20070509,1800,2007,5,9,  79.6W,Andrea,30.9,79.6
1317,20070510,0,2007,5,10,  79.8W,Andrea,30.7,79.8
1318,20070510,600,2007,5,10,  79.9W,Andrea,30.5,79.9
1319,20070510,1200,2007,5,10,  79.9W,Andrea,30.1,79.9
1320,20070510,1800,2007,5,10,  79.8W,Andrea,29.7,79.8
1321,20070511,0,2007,5,11,  79.8W,Andrea,29.4,79.8
1322,20070511,600,2007,5,11,  79.8W,Andrea,29.1,79.8
1323,20070511,1200,2007,5,11,  79.7W,Andrea,28.8,79.7
1324,20070511,1800,2007,5,11,  79.5W,Andrea,28.5,79.5
1325,20070512,0,2007,5,12,  79.1W,Andrea,28.5,79.1
1326,20070512,600,2007,5,12,  78.8W,Andrea,28.8,78.8
1327,20070512,1200,2007,5,12,  78.5W,Andrea,29.1,78.5
1328,20070512,1800,2007,5,12,  78.0W,Andrea,29.4,78
1329,20070513,0,2007,5,13,  77.2W,Andrea,29.7,77.2
1330,20070513,600,2007,5,13,  76.0W,Andrea,30.1,76
1331,20070513,1200,2007,5,13,  74.2W,Andrea,30.8,74.2
1332,20070513,1800,2007,5,13,  71.9W,Andrea,31.4,71.9
1333,20070514,0,2007,5,14,  69.4W,Andrea,31.8,69.4
1334,20070531,0,2007,5,31,  87.0W,Barry,18.1,87
1335,20070531,600,2007,5,31,  86.9W,Barry,18.7,86.9
1336,20070531,1200,2007,5,31,  86.8W,Barry,19.1,86.8
1337,20070531,1800,2007,5,31,  86.6W,Barry,19.6,86.6
1338,20070601,0,2007,6,1,  86.0W,Barry,20.1,86
1339,20070601,600,2007,6,1,  85.8W,Barry,21.2,85.8
1340,20070601,1200,2007,6,1,  85.8W,Barry,22.3,85.8
1341,20070601,1800,2007,6,1,  85.7W,Barry,23.6,85.7
1342,20070602,0,2007,6,2,  85.2W,Barry,24.3,85.2
1343,20070602,600,2007,6,2,  84.6W,Barry,25.1,84.6
1344,20070602,1200,2007,6,2,  83.2W,Barry,27,83.2
1345,20070602,1400,2007,6,2,  82.7W,Barry,27.5,82.7
1346,20070602,1800,2007,6,2,  82.1W,Barry,29.7,82.1
1347,20070603,0,2007,6,3,  81.4W,Barry,31.4,81.4
1348,20070603,600,2007,6,3,  81.0W,Barry,32.1,81
1349,20070603,1200,2007,6,3,  80.0W,Barry,32.8,80
1350,20070603,1800,2007,6,3,  78.4W,Barry,33.7,78.4
1351,20070604,0,2007,6,4,  76.0W,Barry,35.3,76
1352,20070604,600,2007,6,4,  74.6W,Barry,37.2,74.6
1353,20070604,1200,2007,6,4,  73.2W,Barry,39,73.2
1354,20070604,1800,2007,6,4,  72.1W,Barry,40.7,72.1
1355,20070605,0,2007,6,5,  70.8W,Barry,42.4,70.8
1356,20070605,600,2007,6,5,  69.5W,Barry,44.6,69.5
1357,20070605,1200,2007,6,5,  68.5W,Barry,47.5,68.5
1358,20070731,0,2007,7,31,  66.5W,Chantal,35.5,66.5
1359,20070731,600,2007,7,31,  65.5W,Chantal,37.1,65.5
1360,20070731,1200,2007,7,31,  64.2W,Chantal,39.1,64.2
1361,20070731,1800,2007,7,31,  62.3W,Chantal,40.7,62.3
1362,20070801,0,2007,8,1,  60.0W,Chantal,42.5,60
1363,20070801,600,2007,8,1,  57.5W,Chantal,44,57.5
1364,20070801,1200,2007,8,1,  54.5W,Chantal,46,54.5
1365,20070801,1800,2007,8,1,  49.5W,Chantal,49,49.5
1366,20070802,0,2007,8,2,  43.0W,Chantal,53,43
1367,20070802,600,2007,8,2,  38.5W,Chantal,55.5,38.5
1368,20070802,1200,2007,8,2,  35.4W,Chantal,57.5,35.4
1369,20070802,1800,2007,8,2,  33.9W,Chantal,58.6,33.9
1370,20070803,0,2007,8,3,  32.1W,Chantal,58.9,32.1
1371,20070803,600,2007,8,3,  30.4W,Chantal,58.9,30.4
1372,20070803,1200,2007,8,3,  28.0W,Chantal,58.9,28
1373,20070803,1800,2007,8,3,  25.2W,Chantal,58.9,25.2
1374,20070804,0,2007,8,4,  22.6W,Chantal,59.1,22.6
1375,20070804,600,2007,8,4,  19.1W,Chantal,59.5,19.1
1376,20070804,1200,2007,8,4,  16.3W,Chantal,60.7,16.3
1377,20070804,1800,2007,8,4,  14.0W,Chantal,61.7,14
1378,20070805,0,2007,8,5,  12.0W,Chantal,62.7,12
1379,20070805,600,2007,8,5,   9.5W,Chantal,64,9.5
1380,20070805,1200,2007,8,5,   7.0W,Chantal,66,7
1381,20070813,600,2007,8,13,  28.9W,Dean,12.2,28.9
1382,20070813,1200,2007,8,13,  30.7W,Dean,12.1,30.7
1383,20070813,1800,2007,8,13,  32.4W,Dean,12,32.4
1384,20070814,0,2007,8,14,  34.5W,Dean,11.9,34.5
1385,20070814,600,2007,8,14,  36.5W,Dean,11.8,36.5
1386,20070814,1200,2007,8,14,  38.3W,Dean,11.8,38.3
1387,20070814,1800,2007,8,14,  40.1W,Dean,11.8,40.1
1388,20070815,0,2007,8,15,  41.7W,Dean,11.9,41.7
1389,20070815,600,2007,8,15,  43.4W,Dean,12,43.4
1390,20070815,1200,2007,8,15,  45.1W,Dean,12.3,45.1
1391,20070815,1800,2007,8,15,  47.0W,Dean,12.8,47
1392,20070816,0,2007,8,16,  49.2W,Dean,13,49.2
1393,20070816,600,2007,8,16,  51.3W,Dean,13.2,51.3
1394,20070816,1200,2007,8,16,  53.3W,Dean,13.5,53.3
1395,20070816,1800,2007,8,16,  55.5W,Dean,13.8,55.5
1396,20070817,0,2007,8,17,  57.7W,Dean,14,57.7
1397,20070817,600,2007,8,17,  59.8W,Dean,14.2,59.8
1398,20070817,1200,2007,8,17,  61.7W,Dean,14.4,61.7
1399,20070817,1800,2007,8,17,  63.5W,Dean,14.8,63.5
1400,20070818,0,2007,8,18,  65.1W,Dean,14.9,65.1
1401,20070818,600,2007,8,18,  66.6W,Dean,15,66.6
1402,20070818,1200,2007,8,18,  68.0W,Dean,15.4,68
1403,20070818,1800,2007,8,18,  69.5W,Dean,15.9,69.5
1404,20070819,0,2007,8,19,  71.0W,Dean,16.1,71
1405,20070819,600,2007,8,19,  72.6W,Dean,16.4,72.6
1406,20070819,1200,2007,8,19,  74.3W,Dean,16.8,74.3
1407,20070819,1800,2007,8,19,  76.0W,Dean,17.1,76
1408,20070820,0,2007,8,20,  77.8W,Dean,17.5,77.8
1409,20070820,600,2007,8,20,  79.8W,Dean,17.6,79.8
1410,20070820,1200,2007,8,20,  81.5W,Dean,17.8,81.5
1411,20070820,1800,2007,8,20,  83.3W,Dean,18,83.3
1412,20070821,0,2007,8,21,  85.1W,Dean,18.2,85.1
1413,20070821,600,2007,8,21,  86.9W,Dean,18.6,86.9
1414,20070821,830,2007,8,21,  87.7W,Dean,18.7,87.7
1415,20070821,1200,2007,8,21,  88.7W,Dean,18.9,88.7
1416,20070821,1800,2007,8,21,  90.5W,Dean,19.2,90.5
1417,20070822,0,2007,8,22,  92.2W,Dean,19.7,92.2
1418,20070822,600,2007,8,22,  94.0W,Dean,20.1,94
1419,20070822,1200,2007,8,22,  95.5W,Dean,20.5,95.5
1420,20070822,1630,2007,8,22,  97.0W,Dean,20.5,97
1421,20070822,1800,2007,8,22,  97.3W,Dean,20.5,97.3
1422,20070823,0,2007,8,23,  99.0W,Dean,20.5,99
1423,20070815,0,2007,8,15,  90.7W,Erin,23.7,90.7
1424,20070815,600,2007,8,15,  91.8W,Erin,24.5,91.8
1425,20070815,1200,2007,8,15,  92.9W,Erin,25.2,92.9
1426,20070815,1800,2007,8,15,  94.0W,Erin,25.8,94
1427,20070816,0,2007,8,16,  95.2W,Erin,26.3,95.2
1428,20070816,600,2007,8,16,  96.2W,Erin,27.2,96.2
1429,20070816,1030,2007,8,16,  96.9W,Erin,28,96.9
1430,20070816,1200,2007,8,16,  97.1W,Erin,28.1,97.1
1431,20070816,1800,2007,8,16,  97.8W,Erin,28.8,97.8
1432,20070817,0,2007,8,17,  98.6W,Erin,29.4,98.6
1433,20070817,600,2007,8,17,  99.5W,Erin,30,99.5
1434,20070817,1200,2007,8,17, 100.6W,Erin,30.5,100.6
1435,20070817,1800,2007,8,17, 101.4W,Erin,31.1,101.4
1436,20070818,0,2007,8,18, 101.8W,Erin,31.8,101.8
1437,20070818,600,2007,8,18, 101.8W,Erin,32.5,101.8
1438,20070818,1200,2007,8,18, 101.5W,Erin,33.2,101.5
1439,20070818,1800,2007,8,18, 101.0W,Erin,34,101
1440,20070819,0,2007,8,19, 100.1W,Erin,34.8,100.1
1441,20070819,600,2007,8,19,  98.8W,Erin,35.6,98.8
1442,20070819,1200,2007,8,19,  97.7W,Erin,35.6,97.7
1443,20070819,1800,2007,8,19,  96.5W,Erin,35.9,96.5
1444,20070831,1200,2007,8,31,  56.6W,Felix,11.5,56.6
1445,20070831,1800,2007,8,31,  58.0W,Felix,11.5,58
1446,20070901,0,2007,9,1,  59.4W,Felix,12.1,59.4
1447,20070901,600,2007,9,1,  61.1W,Felix,12.1,61.1
1448,20070901,845,2007,9,1,  61.7W,Felix,12.1,61.7
1449,20070901,1200,2007,9,1,  62.8W,Felix,12.2,62.8
1450,20070901,1800,2007,9,1,  64.5W,Felix,12.4,64.5
1451,20070902,0,2007,9,2,  66.1W,Felix,12.6,66.1
1452,20070902,600,2007,9,2,  67.8W,Felix,12.7,67.8
1453,20070902,1200,2007,9,2,  69.4W,Felix,13,69.4
1454,20070902,1800,2007,9,2,  71.1W,Felix,13.4,71.1
1455,20070903,0,2007,9,3,  73.0W,Felix,13.8,73
1456,20070903,600,2007,9,3,  75.0W,Felix,14,75
1457,20070903,700,2007,9,3,  75.3W,Felix,14,75.3
1458,20070903,1200,2007,9,3,  76.9W,Felix,14.2,76.9
1459,20070903,1800,2007,9,3,  78.7W,Felix,14.3,78.7
1460,20070904,0,2007,9,4,  80.4W,Felix,14.4,80.4
1461,20070904,600,2007,9,4,  81.9W,Felix,14.3,81.9
1462,20070904,1200,2007,9,4,  83.2W,Felix,14.3,83.2
1463,20070904,1800,2007,9,4,  84.4W,Felix,14.3,84.4
1464,20070905,0,2007,9,5,  85.4W,Felix,14.6,85.4
1465,20070905,600,2007,9,5,  86.4W,Felix,15,86.4
1466,20070905,1200,2007,9,5,  87.3W,Felix,15.5,87.3
1467,20070905,1800,2007,9,5,  88.3W,Felix,16.1,88.3
1468,20070906,0,2007,9,6,  89.5W,Felix,16.5,89.5
1469,20070906,600,2007,9,6,  90.8W,Felix,16.7,90.8
1470,20070906,1200,2007,9,6,  92.4W,Felix,17.2,92.4
1471,20070906,1800,2007,9,6,  93.8W,Felix,17.7,93.8
1472,20070908,0,2007,9,8,  71.8W,Gabriel,30.1,71.8
1473,20070908,600,2007,9,8,  72.8W,Gabriel,30.5,72.8
1474,20070908,1200,2007,9,8,  73.8W,Gabriel,31.1,73.8
1475,20070908,1800,2007,9,8,  74.6W,Gabriel,31.8,74.6
1476,20070909,0,2007,9,9,  75.4W,Gabriel,32.6,75.4
1477,20070909,600,2007,9,9,  76.0W,Gabriel,33.5,76
1478,20070909,1200,2007,9,9,  76.4W,Gabriel,34.3,76.4
1479,20070909,1530,2007,9,9,  76.4W,Gabriel,34.8,76.4
1480,20070909,1800,2007,9,9,  76.3W,Gabriel,35.2,76.3
1481,20070910,0,2007,9,10,  75.8W,Gabriel,36,75.8
1482,20070910,600,2007,9,10,  75.0W,Gabriel,36.7,75
1483,20070910,1200,2007,9,10,  73.8W,Gabriel,37.1,73.8
1484,20070910,1800,2007,9,10,  72.0W,Gabriel,37.5,72
1485,20070911,0,2007,9,11,  70.0W,Gabriel,37.9,70
1486,20070911,600,2007,9,11,  68.0W,Gabriel,38.4,68
1487,20070912,600,2007,9,12,  43.6W,Ingrid,13,43.6
1488,20070912,1200,2007,9,12,  44.3W,Ingrid,13,44.3
1489,20070912,1800,2007,9,12,  45.1W,Ingrid,13.1,45.1
1490,20070913,0,2007,9,13,  45.9W,Ingrid,13.4,45.9
1491,20070913,600,2007,9,13,  46.7W,Ingrid,13.7,46.7
1492,20070913,1200,2007,9,13,  47.5W,Ingrid,14.1,47.5
1493,20070913,1800,2007,9,13,  48.1W,Ingrid,14.4,48.1
1494,20070914,0,2007,9,14,  48.6W,Ingrid,14.7,48.6
1495,20070914,600,2007,9,14,  49.3W,Ingrid,15,49.3
1496,20070914,1200,2007,9,14,  49.9W,Ingrid,15.3,49.9
1497,20070914,1800,2007,9,14,  50.5W,Ingrid,15.6,50.5
1498,20070915,0,2007,9,15,  51.2W,Ingrid,15.9,51.2
1499,20070915,600,2007,9,15,  52.2W,Ingrid,16.2,52.2
1500,20070915,1200,2007,9,15,  53.3W,Ingrid,16.3,53.3
1501,20070915,1800,2007,9,15,  54.4W,Ingrid,16.5,54.4
1502,20070916,0,2007,9,16,  55.4W,Ingrid,16.7,55.4
1503,20070916,600,2007,9,16,  56.3W,Ingrid,16.9,56.3
1504,20070916,1200,2007,9,16,  57.2W,Ingrid,17.1,57.2
1505,20070916,1800,2007,9,16,  58.1W,Ingrid,17.2,58.1
1506,20070917,0,2007,9,17,  59.0W,Ingrid,17.3,59
1507,20070917,600,2007,9,17,  59.9W,Ingrid,17.5,59.9
1508,20070917,1200,2007,9,17,  60.6W,Ingrid,18,60.6
1509,20070917,1800,2007,9,17,  61.0W,Ingrid,18.4,61
1510,20070918,0,2007,9,18,  61.4W,Ingrid,18.8,61.4
1511,20070918,600,2007,9,18,  61.7W,Ingrid,19,61.7
1512,20070918,1200,2007,9,18,  62.0W,Ingrid,19.1,62
1513,20070912,600,2007,9,12,  95.0W,Humberto,27.3,95
1514,20070912,1200,2007,9,12,  95.1W,Humberto,27.8,95.1
1515,20070912,1800,2007,9,12,  95.0W,Humberto,28.3,95
1516,20070913,0,2007,9,13,  94.8W,Humberto,28.8,94.8
1517,20070913,600,2007,9,13,  94.4W,Humberto,29.5,94.4
1518,20070913,700,2007,9,13,  94.3W,Humberto,29.6,94.3
1519,20070913,1200,2007,9,13,  93.6W,Humberto,30.3,93.6
1520,20070913,1800,2007,9,13,  92.9W,Humberto,31,92.9
1521,20070914,0,2007,9,14,  92.3W,Humberto,31.7,92.3
1522,20070914,600,2007,9,14,  91.3W,Humberto,32.4,91.3
1523,20070914,1200,2007,9,14,  90.2W,Humberto,32.7,90.2
1524,20070921,1200,2007,9,21,  85.4W,Ten,29.1,85.4
1525,20070921,1800,2007,9,21,  86.1W,Ten,29.7,86.1
1526,20070922,0,2007,9,22,  86.7W,Ten,30.4,86.7
1527,20070922,600,2007,9,22,  87.7W,Ten,30.7,87.7
1528,20070923,0,2007,9,23,  46.1W,Jerry,36.2,46.1
1529,20070923,600,2007,9,23,  46.1W,Jerry,36.2,46.1
1530,20070923,1200,2007,9,23,  46.3W,Jerry,36,46.3
1531,20070923,1800,2007,9,23,  46.3W,Jerry,36.5,46.3
1532,20070924,0,2007,9,24,  46.3W,Jerry,37.1,46.3
1533,20070924,600,2007,9,24,  45.9W,Jerry,38.1,45.9
1534,20070924,1200,2007,9,24,  44.7W,Jerry,39.3,44.7
1535,20070924,1800,2007,9,24,  43.5W,Jerry,41,43.5
1536,20070925,0,2007,9,25,  35.9W,Karen,10,35.9
1537,20070925,600,2007,9,25,  37.0W,Karen,10.3,37
1538,20070925,1200,2007,9,25,  38.0W,Karen,10.6,38
1539,20070925,1800,2007,9,25,  39.2W,Karen,10.8,39.2
1540,20070926,0,2007,9,26,  40.4W,Karen,10.9,40.4
1541,20070926,600,2007,9,26,  41.5W,Karen,11.2,41.5
1542,20070926,1200,2007,9,26,  42.4W,Karen,11.7,42.4
1543,20070926,1800,2007,9,26,  43.3W,Karen,12.3,43.3
1544,20070927,0,2007,9,27,  44.6W,Karen,12.8,44.6
1545,20070927,600,2007,9,27,  45.7W,Karen,13.2,45.7
1546,20070927,1200,2007,9,27,  46.8W,Karen,13.5,46.8
1547,20070927,1800,2007,9,27,  47.9W,Karen,14.1,47.9
1548,20070928,0,2007,9,28,  48.8W,Karen,14.1,48.8
1549,20070928,600,2007,9,28,  49.0W,Karen,14.3,49
1550,20070928,1200,2007,9,28,  49.0W,Karen,14.6,49
1551,20070928,1800,2007,9,28,  49.4W,Karen,15.8,49.4
1552,20070929,0,2007,9,29,  51.0W,Karen,16.1,51
1553,20070929,600,2007,9,29,  52.6W,Karen,16.3,52.6
1554,20070929,1200,2007,9,29,  54.2W,Karen,16.8,54.2
1555,20070925,1800,2007,9,25,  94.8W,Lorenzo,21.8,94.8
1556,20070926,0,2007,9,26,  95.2W,Lorenzo,21.7,95.2
1557,20070926,600,2007,9,26,  95.0W,Lorenzo,21.2,95
1558,20070926,1200,2007,9,26,  94.7W,Lorenzo,21,94.7
1559,20070926,1800,2007,9,26,  94.4W,Lorenzo,21.2,94.4
1560,20070927,0,2007,9,27,  94.7W,Lorenzo,21.2,94.7
1561,20070927,600,2007,9,27,  94.8W,Lorenzo,20.8,94.8
1562,20070927,1200,2007,9,27,  95.1W,Lorenzo,20.6,95.1
1563,20070927,1800,2007,9,27,  95.7W,Lorenzo,20.5,95.7
1564,20070928,0,2007,9,28,  96.3W,Lorenzo,20.5,96.3
1565,20070928,500,2007,9,28,  97.0W,Lorenzo,20.5,97
1566,20070928,600,2007,9,28,  97.1W,Lorenzo,20.5,97.1
1567,20070928,1200,2007,9,28,  98.0W,Lorenzo,20.5,98
1568,20070928,1800,2007,9,28,  98.7W,Lorenzo,20.7,98.7
1569,20070928,600,2007,9,28,  25.8W,Melissa,14,25.8
1570,20070928,1200,2007,9,28,  26.2W,Melissa,14,26.2
1571,20070928,1800,2007,9,28,  26.6W,Melissa,14,26.6
1572,20070929,0,2007,9,29,  27.0W,Melissa,14.2,27
1573,20070929,600,2007,9,29,  27.4W,Melissa,14.5,27.4
1574,20070929,1200,2007,9,29,  28.1W,Melissa,15,28.1
1575,20070929,1800,2007,9,29,  29.0W,Melissa,15.3,29
1576,20070930,0,2007,9,30,  29.9W,Melissa,15.6,29.9
1577,20070930,600,2007,9,30,  30.9W,Melissa,15.8,30.9
1578,20070930,1200,2007,9,30,  32.0W,Melissa,15.9,32
1579,20070930,1800,2007,9,30,  33.3W,Melissa,16.1,33.3
1580,20071001,0,2007,1,1,  34.8W,Melissa,16.2,34.8
1581,20071001,600,2007,1,1,  36.0W,Melissa,16.3,36
1582,20071001,1200,2007,1,1,  37.2W,Melissa,16.5,37.2
1583,20071001,1800,2007,1,1,  38.6W,Melissa,16.9,38.6
1584,20071002,0,2007,1,2,  40.1W,Melissa,17.2,40.1
1585,20071002,600,2007,1,2,  41.5W,Melissa,17.5,41.5
1586,20071002,1200,2007,1,2,  42.6W,Melissa,18.2,42.6
1587,20071002,1800,2007,1,2,  43.5W,Melissa,18.9,43.5
1588,20071003,0,2007,1,3,  44.5W,Melissa,19.5,44.5
1589,20071003,600,2007,1,3,  45.5W,Melissa,20.1,45.5
1590,20071003,1200,2007,1,3,  46.5W,Melissa,20.7,46.5
1591,20071003,1800,2007,1,3,  47.5W,Melissa,21.3,47.5
1592,20071004,0,2007,1,4,  48.7W,Melissa,21.7,48.7
1593,20071004,600,2007,1,4,  49.7W,Melissa,22,49.7
1594,20071004,1200,2007,1,4,  50.7W,Melissa,22.4,50.7
1595,20071004,1800,2007,1,4,  51.3W,Melissa,23.1,51.3
1596,20071005,0,2007,1,5,  51.9W,Melissa,23.7,51.9
1597,20071005,600,2007,1,5,  52.5W,Melissa,24.3,52.5
1598,20071005,1200,2007,1,5,  53.0W,Melissa,24.5,53
1599,20071005,1800,2007,1,5,  53.5W,Melissa,24.6,53.5
1600,20071011,1200,2007,1,11,  52.6W,Fifteen,29.5,52.6
1601,20071011,1800,2007,1,11,  51.0W,Fifteen,30.1,51
1602,20071012,0,2007,1,12,  50.0W,Fifteen,30,50
1603,20071012,600,2007,1,12,  49.6W,Fifteen,30.1,49.6
1604,20071012,1200,2007,1,12,  49.4W,Fifteen,30.2,49.4
1605,20071012,1800,2007,1,12,  49.4W,Fifteen,30.5,49.4
1606,20071013,0,2007,1,13,  49.9W,Fifteen,30.9,49.9
1607,20071013,600,2007,1,13,  50.3W,Fifteen,31.3,50.3
1608,20071013,1200,2007,1,13,  50.3W,Fifteen,31.8,50.3
1609,20071013,1800,2007,1,13,  50.0W,Fifteen,32.5,50
1610,20071014,0,2007,1,14,  49.2W,Fifteen,33.1,49.2
1611,20071014,600,2007,1,14,  48.3W,Fifteen,33.7,48.3
1612,20071014,1200,2007,1,14,  46.8W,Fifteen,34.6,46.8
1613,20071014,1800,2007,1,14,  44.7W,Fifteen,35.6,44.7
1614,20071015,0,2007,1,15,  43.0W,Fifteen,36,43
1615,20071015,600,2007,1,15,  41.4W,Fifteen,36.1,41.4
1616,20071015,1200,2007,1,15,  39.9W,Fifteen,36.1,39.9
1617,20071015,1800,2007,1,15,  38.8W,Fifteen,36.3,38.8
1618,20071016,0,2007,1,16,  37.0W,Fifteen,37.4,37
1619,20071016,600,2007,1,16,  35.2W,Fifteen,38.6,35.2
1620,20071016,1200,2007,1,16,  33.5W,Fifteen,39.8,33.5
1621,20071016,1800,2007,1,16,  31.8W,Fifteen,40.8,31.8
1622,20071017,0,2007,1,17,  30.1W,Fifteen,41.9,30.1
1623,20071017,600,2007,1,17,  28.4W,Fifteen,43.7,28.4
1624,20071017,1200,2007,1,17,  26.7W,Fifteen,45.8,26.7
1625,20071017,1800,2007,1,17,  25.2W,Fifteen,48.7,25.2
1626,20071024,0,2007,1,24,  60.2W,Noel,18,60.2
1627,20071024,600,2007,1,24,  60.7W,Noel,18,60.7
1628,20071024,1200,2007,1,24,  61.2W,Noel,18.1,61.2
1629,20071024,1800,2007,1,24,  61.7W,Noel,18.4,61.7
1630,20071025,0,2007,1,25,  62.3W,Noel,18.8,62.3
1631,20071025,600,2007,1,25,  62.9W,Noel,19.1,62.9
1632,20071025,1200,2007,1,25,  63.5W,Noel,19.2,63.5
1633,20071025,1800,2007,1,25,  64.1W,Noel,19.1,64.1
1634,20071026,0,2007,1,26,  64.8W,Noel,18.8,64.8
1635,20071026,600,2007,1,26,  65.7W,Noel,18,65.7
1636,20071026,1200,2007,1,26,  66.7W,Noel,17.2,66.7
1637,20071026,1800,2007,1,26,  67.7W,Noel,16.5,67.7
1638,20071027,0,2007,1,27,  68.5W,Noel,16.1,68.5
1639,20071027,600,2007,1,27,  69.3W,Noel,15.7,69.3
1640,20071027,1200,2007,1,27,  70.1W,Noel,15.3,70.1
1641,20071027,1800,2007,1,27,  71.0W,Noel,15.4,71
1642,20071028,0,2007,1,28,  71.2W,Noel,15.7,71.2
1643,20071028,600,2007,1,28,  71.4W,Noel,16,71.4
1644,20071028,1200,2007,1,28,  71.6W,Noel,16.3,71.6
1645,20071028,1800,2007,1,28,  71.8W,Noel,16.6,71.8
1646,20071029,0,2007,1,29,  72.1W,Noel,17.1,72.1
1647,20071029,600,2007,1,29,  72.4W,Noel,18,72.4
1648,20071029,700,2007,1,29,  72.5W,Noel,18.1,72.5
1649,20071029,1200,2007,1,29,  72.9W,Noel,19.2,72.9
1650,20071029,1800,2007,1,29,  73.6W,Noel,20.2,73.6
1651,20071030,0,2007,1,30,  74.6W,Noel,21,74.6
